N,P,K,temperature,humidity,ph,rainfall,label
119.6,51.4,24.4,24.21,83.98,6.46,88.03,cotton
27.6,39.3,13.2,30.05,85.98,6.37,52.13,mungbean
19.8,63.1,18.9,19.9,21.51,5.68,81.86,kidneybeans
9.0,120.6,197.5,22.91,91.08,5.66,114.83,apple
32.8,73.9,22.3,29.23,53.65,5.33,151.73,pigeonpeas
102.5,33.8,23.6,24.35,65.06,6.4,139.05,coffee
22.7,18.7,42.6,21.52,87.26,5.93,112.21,pomegranate
83.5,24.4,48.8,24.87,87.13,6.02,51.12,watermelon
84.2,7.2,42.3,27.81,84.69,6.51,62.53,watermelon
20.3,20.0,33.3,35.06,48.28,4.67,109.36,mango
16.7,43.2,23.8,28.58,83.28,6.55,45.48,mungbean
90.0,21.2,33.8,24.55,52.8,6.42,184.23,coffee
22.7,77.4,22.8,28.94,65.18,7.1,41.89,lentil
28.5,13.2,33.0,24.78,99.64,6.11,195.48,coconut
129.4,49.5,15.7,24.6,82.85,8.1,83.4,cotton
12.0,11.5,28.7,26.09,97.25,5.5,205.45,coconut
91.9,10.3,46.5,26.95,92.14,6.91,19.41,muskmelon
86.3,32.1,31.7,24.09,63.51,6.19,159.8,coffee
17.9,59.6,23.3,25.25,66.18,7.21,59.86,lentil
22.5,22.3,30.5,28.3,97.74,5.92,210.74,coconut
28.7,34.5,21.7,32.6,49.71,5.31,89.58,mango
83.0,25.3,33.1,25.81,68.05,7.42,162.95,coffee
34.0,141.9,206.3,17.33,80.84,6.35,67.46,grapes
109.1,13.0,53.5,29.96,96.5,6.48,24.8,muskmelon
15.3,61.9,72.9,21.19,16.13,8.12,77.7,chickpea
23.1,14.6,43.0,17.77,94.87,6.5,106.89,pomegranate
86.6,45.5,18.8,28.87,60.99,5.89,91.94,maize
19.0,37.5,20.7,26.85,49.45,6.08,71.58,mothbeans
90.0,34.2,22.3,26.17,57.76,6.9,178.42,coffee
12.4,122.0,203.9,30.82,80.68,5.58,74.07,grapes
50.6,63.3,74.5,21.07,16.82,7.19,94.25,chickpea
21.2,43.7,15.7,24.36,54.29,8.98,48.06,mothbeans
101.0,21.8,29.6,27.26,55.45,6.81,193.87,coffee
11.3,136.2,200.8,22.81,90.93,6.29,123.57,apple
79.4,40.4,18.8,21.44,60.2,6.29,106.42,maize
25.0,41.7,15.1,31.45,66.93,9.45,49.07,mothbeans
84.7,32.9,33.8,28.05,72.21,6.46,149.3,coffee
20.0,63.6,18.8,22.17,19.14,5.97,101.3,kidneybeans
30.1,63.7,22.6,22.82,65.45,6.69,44.51,lentil
8.6,41.5,18.2,30.11,55.19,4.25,41.62,mothbeans
30.4,27.6,31.2,33.9,50.57,5.15,101.82,mango
67.3,37.0,39.6,21.19,88.66,7.28,196.21,rice
88.8,39.8,47.8,22.59,89.54,5.84,274.37,rice
91.1,16.5,49.8,25.83,91.66,5.94,45.14,watermelon
6.6,59.2,15.6,16.49,21.44,5.63,101.58,kidneybeans
33.4,60.2,22.0,30.98,69.95,7.25,46.67,lentil
117.1,5.5,54.4,28.05,94.58,6.26,18.24,muskmelon
